customer_id,signup_date,last_active_date,monthly_spend,total_orders,support_tickets,plan_type,region,satisfaction_score,churned
C-52727,2024-08-30,2024-09-29,23.29,2,3,Basic,Latin America,7.0,False
C-52728,2024-03-04,2024-10-16,86.76,9,3,Pro,Europe,7.0,False
C-52729,2023-02-24,2024-10-23,66.1,27,0,Pro,Asia Pacific,9.0,False
C-52730,2023-07-28,2023-12-28,85.13,8,2,Pro,Latin America,6.0,False
C-52731,2023-08-08,2025-06-30,97.01,51,1,Pro,North America,6.0,False
C-52732,2023-09-30,2025-02-06,102.35,42,1,Pro,Europe,10.0,True
C-52733,2022-07-17,2022-12-01,30.4,14,3,Basic,Latin America,9.0,True
C-52734,2024-05-30,2024-08-19,235.18,3,0,Enterprise,North America,5.0,False
C-52735,2024-02-27,2025-02-06,90.51,21,0,Pro,Europe,6.0,False
C-52736,2023-09-08,2025-06-30,25.15,49,1,Basic,Latin America,5.0,False
C-52737,2024-03-07,2024-11-14,77.64,13,2,Pro,Latin America,,False
C-52738,2022-10-28,2023-01-24,84.67,6,2,Pro,Asia Pacific,6.0,True
C-52739,2024-03-31,2025-03-27,29.68,22,3,Basic,Europe,6.0,False
C-52740,2023-10-18,2024-01-09,169.28,7,2,Enterprise,Europe,7.0,False
C-52741,2023-12-25,2024-06-25,70.5,9,0,Pro,Asia Pacific,5.0,False
C-52742,2023-10-20,2025-06-30,35.64,50,0,Pro,Asia Pacific,9.0,False
C-52743,2024-07-15,2025-06-30,16.98,98,2,Basic,Latin America,5.0,False
C-52744,2023-12-10,2024-09-12,39.88,14,0,Basic,Europe,6.0,False
C-52745,2024-02-27,2024-08-25,27.62,15,0,Basic,Asia Pacific,6.0,True
C-52746,2022-12-12,2023-02-08,17.48,4,0,Basic,Latin America,7.0,False
C-52747,2023-08-06,2024-02-23,32.34,11,2,Basic,Asia Pacific,7.0,True
C-52748,2022-06-01,2023-02-24,25.76,13,3,Basic,Asia Pacific,6.0,False
C-52749,2022-08-05,2025-06-30,217.04,99,2,Enterprise,Latin America,6.0,False
C-52750,2023-05-07,2024-10-24,121.86,44,2,Pro,Europe,8.0,False
C-52751,2022-11-12,2022-12-12,81.13,2,2,Pro,Europe,,False
C-52752,2024-04-07,2024-05-13,22.53,0,2,Basic,Europe,8.0,True
C-52753,2024-05-10,2025-06-30,25.42,82,3,Basic,Latin America,7.0,False
C-52754,2025-01-25,2025-05-19,29.63,4,1,Basic,North America,7.0,False
C-52755,2024-09-08,2025-06-30,37.17,51,2,Basic,Asia Pacific,7.0,False
C-52756,2023-05-27,2023-09-12,37.78,6,3,Basic,Europe,8.0,False
C-52757,2024-08-08,2025-06-14,37.91,23,1,Basic,Asia Pacific,6.0,False
C-52758,2023-12-15,2025-06-30,22.1,43,1,Basic,Latin America,5.0,False
C-52759,2024-07-19,2025-03-25,14.4,14,0,Basic,Latin America,7.0,False
C-52760,2022-12-28,2024-08-23,222.46,42,2,Enterprise,North America,5.0,False
C-52761,2024-10-02,2025-06-30,26.36,31,2,Basic,Asia Pacific,8.0,False
C-52762,2024-01-31,2025-05-09,43.53,27,2,Pro,North America,5.0,False
C-52763,2024-07-18,2025-01-18,30.0,10,1,Basic,North America,8.0,True
C-52764,2024-03-08,2025-02-14,84.22,28,2,Pro,North America,6.0,False
C-52765,2023-06-08,2023-09-02,240.11,8,1,Enterprise,Asia Pacific,8.0,False
C-52766,2023-06-08,2024-02-02,72.87,15,0,Pro,North America,8.0,False
C-52767,2024-07-15,2025-06-30,50.64,65,2,Pro,Asia Pacific,10.0,False
C-52768,2022-10-09,2023-12-03,31.71,22,2,Basic,Latin America,7.0,True
C-52769,2022-12-16,2025-06-27,29.77,76,6,Basic,Latin America,7.0,False
C-52770,2022-07-25,2023-06-16,84.37,24,3,Pro,North America,4.0,True
C-52771,2024-11-14,2025-06-30,22.48,32,4,Basic,North America,8.0,True
C-52772,2025-01-17,2025-03-13,69.26,4,2,Pro,Latin America,6.0,True
C-52773,2024-04-10,2024-07-02,29.4,6,2,Basic,Latin America,9.0,False
C-52774,2023-08-14,2024-08-06,26.89,24,3,Basic,Europe,8.0,False
C-52775,2023-05-24,2023-07-10,94.01,3,1,Pro,North America,7.0,False
C-52776,2023-04-08,2024-08-19,80.64,45,2,Pro,Europe,8.0,False
C-52777,2023-05-31,2023-09-12,36.36,11,2,Basic,Latin America,7.0,False
C-52778,2023-11-01,2024-03-26,192.52,8,5,Enterprise,Europe,7.0,False
C-52779,2023-10-30,2023-12-31,102.97,1,2,Pro,Latin America,8.0,False
C-52780,2023-10-07,2024-06-26,87.94,17,0,Pro,Asia Pacific,9.0,False
C-52781,2024-05-01,2025-01-30,77.89,26,2,Pro,Europe,7.0,False
C-52782,2024-11-21,2025-02-01,98.41,2,1,Pro,Europe,7.0,False
C-52783,2023-09-29,2023-10-29,159.26,3,2,Enterprise,North America,6.0,True
C-52784,2022-08-28,2023-06-04,64.37,27,1,Pro,Asia Pacific,7.0,False
C-52785,2023-09-23,2024-05-02,23.85,18,0,Basic,Latin America,6.0,True
C-52786,2022-09-04,2023-10-15,40.7,32,2,Basic,Asia Pacific,6.0,True
C-52787,2023-02-20,2025-02-11,20.93,59,1,Basic,Europe,7.0,False
C-52788,2024-10-09,2024-11-22,265.76,2,1,Enterprise,Asia Pacific,6.0,False
C-52789,2023-07-12,2024-08-03,71.65,28,3,Pro,North America,6.0,False
C-52790,2025-01-13,2025-03-21,20.03,7,0,Basic,Asia Pacific,8.0,False
C-52791,2023-11-01,2025-06-30,195.75,90,1,Enterprise,North America,6.0,False
C-52792,2024-06-10,2024-08-04,34.35,3,2,Basic,Europe,7.0,False
C-52793,2024-12-10,2025-03-14,67.79,6,4,Pro,North America,6.0,True
C-52794,2024-09-20,2025-06-30,70.51,35,0,Pro,Asia Pacific,8.0,False
C-52795,2024-03-02,2024-04-01,70.2,1,2,Pro,North America,7.0,False
C-52796,2024-10-27,2025-06-30,74.07,22,1,Pro,Europe,6.0,False
C-52797,2022-12-23,2024-06-15,79.49,40,2,Pro,Europe,10.0,False
C-52798,2024-06-22,2025-06-30,78.52,27,0,Pro,Asia Pacific,7.0,False
C-52799,2022-09-03,2023-03-31,33.81,13,2,Basic,Europe,8.0,False
C-52800,2023-02-08,2023-06-17,150.17,9,3,Enterprise,Europe,9.0,False
C-52801,2022-11-10,2024-12-17,95.95,55,2,Pro,Latin America,7.0,True
C-52802,2024-10-23,2025-06-30,25.29,16,1,Basic,Asia Pacific,7.0,False
C-52803,2025-01-11,2025-06-30,33.75,18,1,Basic,Europe,7.0,False
C-52804,2024-11-29,2025-06-30,24.59,27,5,Basic,Latin America,6.0,True
C-52805,2023-04-21,2023-08-20,20.3,5,2,Basic,Europe,8.0,False
C-52806,2024-05-21,2025-06-30,31.65,120,1,Basic,Europe,7.0,False
C-52807,2022-09-28,2023-07-27,218.96,11,0,Enterprise,Europe,9.0,False
C-52808,2024-06-27,2024-11-11,254.49,8,2,Enterprise,Asia Pacific,6.0,False
C-52809,2024-08-11,2024-11-16,83.19,3,0,Pro,Europe,8.0,False
C-52810,2023-11-09,2025-06-30,85.15,58,2,Pro,North America,7.0,False
C-52811,2023-09-14,2023-10-14,18.08,2,4,Basic,North America,7.0,True
C-52812,2023-05-13,2025-02-02,30.24,46,3,Basic,Latin America,6.0,False
C-52813,2022-09-02,2025-06-30,35.58,72,3,Basic,North America,7.0,False
C-52814,2024-03-11,2025-02-24,26.93,19,3,Basic,Asia Pacific,5.0,False
C-52815,2022-10-02,2022-11-07,75.35,2,1,Pro,Asia Pacific,7.0,False
C-52816,2022-06-07,2023-01-17,25.94,17,0,Basic,Europe,8.0,False
C-52817,2023-12-16,2024-03-30,25.66,6,0,Basic,North America,8.0,False
C-52818,2024-11-06,2025-05-11,123.31,8,1,Pro,Europe,10.0,False
C-52819,2024-03-08,2024-09-02,24.33,10,2,Basic,Latin America,8.0,False
C-52820,2023-07-26,2024-07-26,81.45,24,0,Pro,Asia Pacific,4.0,True
C-52821,2023-05-25,2023-08-16,23.01,8,2,Basic,North America,7.0,True
C-52822,2023-05-04,2024-04-21,35.21,31,3,Basic,Asia Pacific,10.0,False
C-52823,2023-01-22,2023-11-27,24.2,20,2,Basic,Latin America,5.0,False
C-52824,2024-04-21,2025-06-30,33.58,24,1,Basic,Europe,9.0,False
C-52825,2023-11-29,2025-03-13,193.95,25,1,Enterprise,Latin America,9.0,False
C-52826,2023-07-06,2024-07-12,33.61,22,2,Basic,North America,7.0,False
C-52827,2022-08-04,2023-02-23,34.78,12,1,Basic,North America,10.0,True
C-52828,2024-10-15,2025-06-30,28.5,32,1,Basic,Latin America,7.0,False
C-52829,2024-11-01,2024-12-01,32.99,1,1,Basic,Europe,6.0,True
C-52830,2023-10-19,2023-11-18,24.22,3,1,Basic,Latin America,8.0,False
C-52831,2023-12-15,2024-03-12,26.79,4,0,Basic,North America,7.0,False
C-52832,2023-02-19,2023-03-21,192.14,1,1,Enterprise,Asia Pacific,6.0,False
C-52833,2025-01-26,2025-02-27,25.47,1,2,Basic,Asia Pacific,6.0,False
C-52834,2022-06-24,2024-11-13,181.54,62,1,Enterprise,Europe,7.0,False
C-52835,2023-03-25,2024-07-15,33.42,34,0,Basic,North America,10.0,False
C-52836,2024-10-17,2025-06-30,24.04,32,3,Basic,North America,5.0,False
C-52837,2023-06-04,2025-05-14,37.89,47,1,Basic,Asia Pacific,8.0,False
C-52838,2023-07-30,2025-06-30,69.95,58,1,Pro,Asia Pacific,,True
C-52839,2022-10-15,2025-05-31,218.63,76,2,Enterprise,North America,5.0,False
C-52840,2024-01-17,2024-08-18,28.8,11,1,Basic,Europe,5.0,False
C-52841,2023-06-29,2023-12-22,31.59,15,2,Basic,Latin America,8.0,False
C-52842,2024-04-05,2025-01-14,226.3,15,0,Enterprise,Europe,9.0,True
C-52843,2024-12-09,2025-01-17,74.0,3,4,Pro,Latin America,5.0,False
C-52844,2024-04-19,2024-06-14,77.31,1,1,Pro,Europe,6.0,False
C-52845,2024-03-04,2025-03-06,31.23,22,1,Basic,Europe,6.0,True
C-52846,2024-09-20,2025-06-30,37.52,80,3,Basic,Latin America,7.0,False
C-52847,2024-04-02,2025-06-30,52.32,53,4,Pro,Latin America,8.0,True
C-52848,2024-12-18,2025-04-08,117.95,10,0,Enterprise,Asia Pacific,8.0,True
C-52849,2024-11-20,2025-06-30,66.04,22,0,Pro,North America,9.0,False
C-52850,2024-05-31,2024-06-30,25.62,1,1,Basic,Asia Pacific,9.0,False
C-52851,2023-11-05,2024-06-04,89.49,13,2,Pro,North America,7.0,False
C-52852,2024-04-17,2025-05-30,66.31,26,0,Pro,Europe,6.0,False
C-52853,2023-05-01,2023-06-26,18.45,4,1,Basic,Latin America,7.0,True
C-52854,2023-06-29,2025-04-05,91.34,44,2,Pro,Asia Pacific,10.0,False
C-52855,2022-11-14,2024-03-29,137.21,46,1,Enterprise,North America,8.0,True
C-52856,2023-11-19,2025-06-30,28.69,204,4,Basic,Europe,9.0,False
C-52857,2022-11-19,2023-03-02,30.25,10,2,Basic,Latin America,5.0,False
C-52858,2022-06-24,2023-10-22,213.81,41,0,Enterprise,Latin America,8.0,False
C-52859,2023-11-23,2024-10-08,77.05,18,0,Pro,Europe,6.0,True
C-52860,2023-08-14,2025-04-03,196.61,37,2,Enterprise,Asia Pacific,7.0,False
C-52861,2023-04-04,2024-06-12,31.87,32,2,Basic,North America,8.0,False
C-52862,2024-12-13,2025-06-13,34.89,10,0,Basic,North America,5.0,False
C-52863,2023-12-18,2024-07-19,31.89,15,3,Basic,Europe,8.0,True
C-52864,2024-02-03,2025-02-18,86.29,24,0,Pro,North America,4.0,False
C-52865,2022-12-15,2023-05-23,64.65,12,1,Pro,Latin America,7.0,False
C-52866,2023-12-23,2024-07-03,27.29,15,2,Basic,Asia Pacific,5.0,False
C-52867,2022-06-24,2022-12-11,30.75,16,3,Basic,Asia Pacific,6.0,False
C-52868,2024-03-12,2024-06-30,232.53,13,3,Enterprise,Asia Pacific,7.0,False
C-52869,2024-10-08,2025-06-30,200.96,25,1,Enterprise,Asia Pacific,7.0,False
C-52870,2023-10-04,2023-11-03,171.01,4,0,Enterprise,Europe,5.0,False
C-52871,2024-01-04,2024-11-18,36.7,17,1,Basic,Asia Pacific,10.0,True
C-52872,2023-02-24,2025-06-30,172.65,95,2,Enterprise,North America,7.0,False
C-52873,2023-12-19,2024-12-08,32.6,23,1,Basic,North America,7.0,False
C-52874,2022-06-18,2023-08-13,34.51,28,0,Basic,North America,5.0,False
C-52875,2024-01-15,2025-06-30,30.59,118,2,Basic,Asia Pacific,7.0,False
C-52876,2024-10-18,2024-12-01,19.23,2,2,Basic,Europe,5.0,False
C-52877,2022-10-09,2023-03-13,32.74,19,0,Basic,Latin America,8.0,False
C-52878,2023-01-07,2024-06-26,24.64,35,0,Basic,North America,6.0,False
C-52879,2023-09-12,2025-06-30,83.55,68,3,Pro,North America,10.0,False
C-52880,2023-08-11,2025-06-30,87.75,99,0,Pro,Latin America,10.0,False
C-52881,2022-07-31,2023-02-09,36.41,11,2,Basic,Asia Pacific,6.0,True
C-52882,2023-02-27,2025-06-30,89.73,75,2,Pro,North America,4.0,False
C-52883,2024-07-20,2024-09-21,91.81,7,0,Pro,North America,6.0,False
C-52884,2024-05-18,2024-07-13,92.12,2,1,Pro,Asia Pacific,6.0,False
C-52885,2024-06-09,2024-10-13,21.78,8,1,Basic,Latin America,9.0,False
C-52886,2022-10-01,2023-05-06,77.73,16,2,Pro,Europe,8.0,False
C-52887,2022-11-14,2023-09-01,99.0,25,2,Pro,Latin America,8.0,False
C-52888,2023-08-01,2023-12-19,83.21,8,2,Pro,North America,5.0,False
C-52889,2022-07-05,2023-06-12,27.75,20,2,Basic,North America,8.0,False
C-52890,2024-09-28,2025-06-30,31.03,44,0,Basic,Asia Pacific,8.0,False
C-52891,2024-11-24,2025-06-30,68.75,30,2,Pro,Latin America,7.0,False
C-52892,2023-05-29,2024-03-23,108.79,22,1,Pro,Latin America,8.0,False
C-52893,2024-07-28,2025-04-29,130.25,13,1,Enterprise,Latin America,10.0,False
C-52894,2023-11-27,2025-06-30,31.18,82,1,Basic,Europe,5.0,False
C-52895,2023-08-30,2023-10-18,21.12,3,0,Basic,Latin America,5.0,True
C-52896,2023-07-10,2023-09-26,45.11,7,0,Pro,Asia Pacific,7.0,False
C-52897,2024-08-03,2025-06-30,35.9,31,1,Basic,Europe,6.0,False
C-52898,2023-10-12,2024-11-02,25.62,30,2,Basic,Europe,5.0,False
C-52899,2023-10-30,2025-06-30,24.53,40,3,Basic,North America,7.0,False
C-52900,2024-11-21,2025-06-25,25.69,22,1,Basic,North America,5.0,True
C-52901,2024-03-18,2024-07-29,27.4,9,2,Basic,Asia Pacific,8.0,True
C-52902,2023-09-17,2024-05-23,32.19,13,2,Basic,North America,8.0,False
C-52903,2023-09-26,2024-08-15,89.51,23,2,Pro,Europe,5.0,False
C-52904,2024-12-23,2025-04-14,28.91,10,0,Basic,Europe,8.0,True
C-52905,2022-06-06,2023-01-07,31.05,13,1,Basic,Europe,10.0,False
C-52906,2024-06-30,2024-07-30,203.93,4,2,Enterprise,Latin America,4.0,True
C-52907,2024-07-15,2024-10-20,84.85,3,2,Pro,Latin America,5.0,False
C-52908,2024-06-10,2024-12-28,26.63,8,1,Basic,Asia Pacific,6.0,True
C-52909,2022-07-03,2023-02-15,28.94,18,1,Basic,Latin America,8.0,False
C-52910,2024-05-03,2025-06-30,151.22,48,1,Enterprise,Asia Pacific,6.0,True
C-52911,2024-07-28,2024-08-27,33.97,1,1,Basic,Asia Pacific,6.0,True
C-52912,2023-11-13,2024-11-24,55.3,26,0,Pro,Asia Pacific,9.0,True
C-52913,2023-06-10,2024-08-16,74.59,35,0,Pro,Latin America,10.0,True
C-52914,2023-07-26,2023-12-11,23.97,10,0,Basic,Latin America,6.0,False
C-52915,2023-06-04,2023-07-04,228.57,2,2,Enterprise,North America,7.0,True
C-52916,2023-01-31,2024-08-17,61.81,48,1,Pro,Asia Pacific,7.0,False
C-52917,2024-09-22,2024-10-22,145.04,1,2,Enterprise,North America,6.0,False
C-52918,2024-09-11,2025-04-07,178.83,16,2,Enterprise,North America,9.0,False
C-52919,2023-03-15,2023-04-14,25.41,2,0,Basic,Latin America,6.0,False
C-52920,2022-09-05,2024-09-24,27.71,53,2,Basic,North America,7.0,False
C-52921,2023-02-25,2023-03-27,22.92,2,2,Basic,Asia Pacific,7.0,False
C-52922,2024-03-01,2024-05-06,163.14,5,1,Enterprise,Latin America,7.0,True
C-52923,2022-12-23,2023-07-24,100.87,16,2,Pro,Asia Pacific,8.0,True
C-52924,2023-03-02,2025-06-30,83.33,70,0,Pro,Asia Pacific,7.0,False
C-52925,2024-09-30,2025-06-30,29.41,16,2,Basic,Europe,4.0,False
C-52926,2024-08-31,2024-12-31,206.18,8,3,Enterprise,Europe,6.0,True
C-52927,2024-06-22,2025-05-25,95.25,26,1,Pro,Europe,6.0,True
C-52928,2024-08-26,2025-01-15,29.72,9,2,Basic,Latin America,6.0,True
C-52929,2023-11-29,2025-06-30,24.1,50,1,Basic,Latin America,5.0,False
C-52930,2023-06-02,2025-05-25,27.79,48,1,Basic,Latin America,7.0,True
C-52931,2024-12-23,2025-06-30,82.5,15,0,Pro,North America,6.0,False
C-52932,2022-09-12,2023-09-02,104.83,20,2,Pro,Asia Pacific,7.0,False
C-52933,2022-11-24,2023-06-17,170.59,13,1,Enterprise,Europe,7.0,False
C-52934,2023-02-04,2023-12-20,134.41,12,0,Enterprise,Asia Pacific,5.0,True
C-52935,2024-02-10,2025-06-30,18.11,51,3,Basic,North America,7.0,False
C-52936,2022-10-01,2022-10-31,19.36,1,0,Basic,Asia Pacific,,True
C-52937,2023-04-21,2024-05-23,50.92,27,0,Pro,Latin America,2.0,True
C-52938,2022-06-18,2023-08-06,32.32,34,0,Basic,North America,6.0,True
C-52939,2025-01-16,2025-06-30,81.79,33,0,Pro,Europe,9.0,False
C-52940,2024-07-16,2024-08-24,17.75,1,1,Basic,North America,9.0,False
C-52941,2024-11-28,2025-04-28,89.35,11,1,Pro,Asia Pacific,6.0,True
C-52942,2022-10-28,2024-01-12,225.14,31,2,Enterprise,Latin America,,False
C-52943,2023-12-19,2024-04-08,23.09,4,0,Basic,Latin America,9.0,False
C-52944,2023-04-06,2024-04-14,33.73,30,0,Basic,Europe,6.0,False
C-52945,2023-05-13,2023-06-12,31.0,4,3,Basic,Asia Pacific,9.0,True
C-52946,2023-03-18,2025-06-30,146.9,74,6,Enterprise,Latin America,6.0,True
C-52947,2022-07-25,2022-11-08,63.35,5,0,Pro,Asia Pacific,9.0,False
C-52948,2025-01-01,2025-04-05,85.2,7,2,Pro,Asia Pacific,9.0,False
C-52949,2024-09-05,2025-05-04,89.56,12,6,Pro,Asia Pacific,7.0,True
C-52950,2023-12-07,2025-06-30,102.15,55,2,Pro,North America,6.0,False
C-52951,2023-07-20,2025-06-30,79.2,54,2,Pro,Europe,6.0,False
C-52952,2022-12-05,2025-06-30,34.98,115,1,Basic,Asia Pacific,7.0,False
C-52953,2022-07-15,2023-09-07,21.46,33,2,Basic,Asia Pacific,7.0,False
C-52954,2022-06-22,2022-08-16,16.91,4,0,Basic,Asia Pacific,8.0,False
C-52955,2022-12-24,2023-03-28,28.47,4,3,Basic,Latin America,9.0,False
C-52956,2022-08-10,2023-03-28,80.64,14,4,Pro,Latin America,5.0,False
C-52957,2024-09-29,2024-11-18,28.29,3,0,Basic,Europe,6.0,False
C-52958,2024-09-14,2025-04-18,26.65,13,2,Basic,Europe,6.0,False
C-52959,2022-11-18,2023-12-24,94.89,25,5,Pro,North America,10.0,False
C-52960,2024-07-20,2025-04-12,28.14,19,2,Basic,Asia Pacific,8.0,True
C-52961,2022-07-31,2024-01-02,90.04,40,1,Pro,Europe,7.0,False
C-52962,2025-01-26,2025-06-30,79.77,12,0,Pro,Latin America,8.0,False
C-52963,2024-11-29,2025-01-09,81.06,4,0,Pro,Latin America,7.0,False
C-52964,2023-05-20,2023-12-25,18.51,13,0,Basic,North America,6.0,False
C-52965,2022-07-07,2023-04-29,29.55,22,4,Basic,Europe,7.0,False
C-52966,2023-08-18,2024-08-28,83.3,21,3,Pro,Europe,6.0,False
C-52967,2024-05-09,2024-08-08,91.36,6,4,Pro,North America,9.0,True
C-52968,2024-01-25,2025-06-12,25.96,31,3,Basic,Asia Pacific,7.0,False
C-52969,2024-04-06,2025-06-30,87.11,96,2,Pro,Europe,2.0,False
C-52970,2024-10-31,2025-06-30,79.54,23,1,Pro,Europe,7.0,False
C-52971,2022-07-06,2023-06-14,65.37,28,2,Pro,North America,3.0,False
C-52972,2024-11-26,2024-12-26,27.22,2,1,Basic,Europe,9.0,False
C-52973,2022-11-02,2023-01-27,30.23,9,1,Basic,North America,8.0,False
C-52974,2024-08-10,2025-06-30,29.59,38,3,Basic,Europe,9.0,False
C-52975,2024-11-02,2025-03-23,24.09,10,1,Basic,Asia Pacific,6.0,False
C-52976,2022-12-18,2023-03-05,30.14,1,4,Basic,North America,9.0,False
C-52977,2023-03-19,2025-06-30,147.49,73,2,Enterprise,Asia Pacific,6.0,False
C-52978,2024-06-29,2025-01-03,22.32,13,2,Basic,North America,8.0,False
C-52979,2022-08-23,2023-04-11,86.31,14,1,Pro,Latin America,7.0,False
C-52980,2024-06-10,2024-10-27,107.16,6,3,Pro,Latin America,9.0,False
C-52981,2023-07-23,2023-12-30,23.34,17,3,Basic,Asia Pacific,,True
C-52982,2023-08-19,2024-05-06,27.85,5,2,Basic,Europe,6.0,True
C-52983,2023-09-19,2023-11-01,31.94,4,0,Basic,Latin America,9.0,False
C-52984,2023-01-04,2025-06-30,27.21,108,0,Basic,North America,6.0,True
C-52985,2023-05-15,2023-11-02,31.11,8,1,Basic,Latin America,7.0,False
C-52986,2023-01-29,2023-07-04,174.96,12,7,Enterprise,Europe,8.0,False
C-52987,2023-09-20,2024-02-24,14.46,12,2,Basic,Asia Pacific,6.0,True
C-52988,2023-01-06,2024-08-04,76.77,34,0,Pro,North America,5.0,False
C-52989,2022-07-08,2024-02-07,63.99,29,3,Pro,Europe,6.0,False
C-52990,2024-05-09,2024-12-01,89.4,15,0,Pro,Europe,9.0,False
C-52991,2023-02-17,2024-01-03,28.54,35,1,Basic,North America,7.0,False
C-52992,2022-09-01,2023-04-15,102.04,12,2,Pro,Asia Pacific,9.0,True
C-52993,2024-06-19,2025-06-30,80.18,76,1,Pro,Asia Pacific,8.0,False
C-52994,2022-12-16,2023-01-22,32.1,2,2,Basic,Asia Pacific,8.0,False
C-52995,2023-11-04,2024-02-28,87.0,3,0,Pro,Latin America,6.0,False
C-52996,2023-05-05,2023-08-06,101.27,7,3,Pro,North America,9.0,False
C-52997,2023-10-02,2023-12-01,30.11,2,2,Basic,Latin America,7.0,True
C-52998,2022-06-19,2023-01-31,93.68,14,1,Pro,Latin America,8.0,False
C-52999,2023-06-26,2024-01-19,18.82,16,1,Basic,Asia Pacific,8.0,False
C-53000,2022-11-25,2023-02-19,57.57,8,3,Pro,North America,8.0,False
C-53001,2024-01-07,2025-06-30,234.69,69,0,Enterprise,Asia Pacific,6.0,False
C-53002,2023-12-07,2024-01-06,74.16,2,2,Pro,Europe,9.0,False
C-53003,2022-10-07,2022-11-16,107.59,2,4,Pro,Europe,6.0,False
C-53004,2023-01-06,2023-02-05,28.66,3,1,Basic,Asia Pacific,7.0,False
C-53005,2023-04-04,2024-10-10,24.97,28,0,Basic,Asia Pacific,5.0,False
C-53006,2023-07-12,2023-08-11,190.46,3,3,Enterprise,North America,7.0,False
C-53007,2022-07-08,2023-07-22,90.6,32,0,Pro,Latin America,7.0,False
C-53008,2023-04-17,2023-08-12,32.93,5,1,Basic,Europe,8.0,False
C-53009,2023-10-17,2025-06-30,119.38,54,0,Pro,North America,5.0,False
C-53010,2024-07-03,2025-06-30,102.58,49,1,Pro,North America,6.0,False
C-53011,2022-06-11,2022-08-28,88.25,8,4,Pro,Latin America,8.0,False
C-53012,2024-09-12,2024-10-12,77.64,7,2,Pro,Asia Pacific,7.0,False
C-53013,2024-11-03,2025-06-30,73.01,29,2,Pro,North America,8.0,False
C-53014,2024-08-07,2024-11-30,73.92,13,1,Pro,Asia Pacific,4.0,False
C-53015,2024-04-10,2024-08-05,33.02,7,0,Basic,Asia Pacific,6.0,False
C-53016,2024-11-11,2025-06-30,216.52,12,2,Enterprise,Asia Pacific,9.0,False
C-53017,2024-10-07,2025-06-30,27.93,31,0,Basic,Asia Pacific,7.0,False
C-53018,2024-05-29,2025-06-30,,87,2,Pro,Europe,7.0,False
C-53019,2023-03-23,2025-06-30,266.66,57,1,Enterprise,North America,7.0,False
C-53020,2023-10-24,2024-05-12,64.05,21,1,Pro,North America,6.0,False
C-53021,2024-02-14,2024-12-07,24.15,20,3,Basic,North America,7.0,False
C-53022,2023-07-21,2024-07-02,34.66,22,0,Basic,Asia Pacific,9.0,False
C-53023,2024-06-05,2024-07-05,24.7,5,3,Basic,Latin America,8.0,False
C-53024,2023-05-28,2025-06-30,70.78,54,1,Pro,Europe,4.0,False
C-53025,2023-07-04,2023-12-26,26.65,12,2,Basic,Asia Pacific,6.0,False
C-53026,2023-06-13,2023-12-20,64.21,11,0,Pro,Europe,10.0,True
C-53027,2022-08-06,2025-03-19,35.98,66,4,Basic,Europe,7.0,False
C-53028,2024-07-28,2024-09-28,25.44,7,0,Basic,Latin America,6.0,True
C-53029,2024-08-07,2025-06-30,28.73,27,0,Basic,Latin America,5.0,True
C-53030,2024-08-06,2025-06-30,27.83,31,0,Basic,Latin America,8.0,False
C-53031,2024-11-18,2025-03-12,30.61,7,1,Basic,North America,7.0,False
C-53032,2023-06-02,2025-06-30,139.68,85,0,Enterprise,Latin America,7.0,False
C-53033,2023-07-31,2025-06-22,75.16,43,2,Pro,Asia Pacific,6.0,False
C-53034,2024-11-12,2025-06-30,28.97,39,0,Basic,Europe,7.0,False
C-53035,2023-09-14,2023-11-17,29.73,10,3,Basic,Asia Pacific,6.0,True
C-53036,2025-01-18,2025-06-30,78.62,16,1,Pro,Europe,9.0,False
C-53037,2024-11-04,2025-01-11,72.74,5,2,Pro,North America,9.0,False
C-53038,2023-08-27,2024-07-08,30.1,20,2,Basic,Asia Pacific,5.0,False
C-53039,2023-03-22,2023-12-25,29.19,21,1,Basic,Latin America,7.0,False
C-53040,2023-11-05,2024-07-18,89.82,18,2,Pro,Europe,8.0,False
C-53041,2022-09-18,2023-01-17,22.16,9,2,Basic,North America,10.0,False
C-53042,2022-06-05,2023-02-28,159.85,18,0,Enterprise,North America,7.0,False
C-53043,2023-07-25,2025-03-01,19.72,41,1,Basic,North America,5.0,False
C-53044,2024-07-22,2024-10-06,69.77,3,4,Pro,Asia Pacific,8.0,False
C-53045,2022-12-27,2023-02-15,37.98,2,1,Basic,Asia Pacific,5.0,True
C-53046,2024-12-15,2025-05-23,159.11,14,2,Enterprise,Asia Pacific,5.0,True
C-53047,2023-07-29,2024-08-18,31.37,19,1,Basic,Asia Pacific,6.0,False
C-53048,2023-06-05,2024-03-07,29.18,19,2,Basic,Asia Pacific,7.0,False
C-53049,2023-11-25,2025-05-18,198.26,38,2,Enterprise,Latin America,8.0,False
C-53050,2022-11-28,2022-12-28,74.4,3,1,Pro,Europe,7.0,False
C-53051,2025-01-15,2025-03-03,179.37,1,0,Enterprise,North America,8.0,False
C-53052,2023-08-30,2024-05-30,81.59,18,2,Pro,Asia Pacific,8.0,True
C-53053,2024-07-25,2025-06-30,38.53,111,1,Basic,North America,6.0,False
C-53054,2023-10-23,2025-06-30,15.92,62,0,Basic,Latin America,10.0,False
C-53055,2023-09-19,2023-10-19,33.63,2,4,Basic,North America,10.0,False
